SiteOG,Site,Line,OutplantingDate,SamplingDate,DaysOnFarm,Length,Width,Weight,C_mg,N_mg,Notes
Sled,Point Judith Pond N,1,12/12/18,4/14/19,124,156.8,8,2.030462937,1871.898689,69.22923464,
Sled,Point Judith Pond N,1,12/12/18,4/14/19,124,33.4,2.2,0.129063844,199.1290088,7.91966667,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,50.2,5.8,0.266773333,359.373118,14.02170959,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,34.8,4.8,0.13886174,211.3363615,8.388966431,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,36.7,7.4,0.152659318,228.2585366,9.038079947,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,36,6.7,0.147509315,221.9771265,8.797321479,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,35.1,5,0.14100213,213.9813452,8.490532599,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,41.9,6.4,0.193318661,276.5757004,10.88324527,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,45.7,6.8,0.225662325,313.6494104,12.29183916,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,26.5,5,0.085450093,142.3997323,5.725389956,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,30.9,5.7,0.112355517,177.8999141,7.10127195,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,36.5,4.8,0.151179977,226.4583101,8.969101783,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,29.4,4,0.102821357,165.5240802,6.622734025,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,33.4,4.7,0.129063844,199.1290088,7.91966667,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,31.8,4.5,0.118253368,185.4568156,7.392939952,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,27.8,3.9,0.093062822,152.6324273,6.123012702,
Sled,Point Judith Pond N,2,2/6/19,4/14/19,68,27.9,2.4,0.0936602,153.4286247,6.153914379,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,55.2,3.6,0.315953978,412.3781303,16.01817166,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,63.9,4.8,0.410101086,509.79626,19.6664766,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,55.7,4,0.321071937,417.8015813,16.22196052,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,46.3,3.6,0.230969012,319.6338439,12.5186906,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,89.5,5.4,0.747544481,830.6488722,31.54062188,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,71.8,4.8,0.504780013,603.6013762,23.15798815,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,61.6,5,0.384168029,483.4241625,18.68127506,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,49.1,3.1,0.256445811,348.0190232,13.59285263,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,62.2,5,0.390861466,490.2619282,18.93688212,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,61.1,5.6,0.378628959,477.7488114,18.46903198,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,36.5,2.5,0.151179977,226.4583101,8.969101783,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,57,4.8,0.334547188,432.0047952,16.75524969,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,57.5,4.5,0.339794613,437.5065996,16.96167255,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,36.8,3.8,0.153401358,229.1603046,9.072625789,
Wickford,Narragansett Bay N,1,12/19/18,4/12/19,115,58.9,5.1,0.354677669,453.025829,17.54349025,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,67.8,4.3,0.455763672,555.4918967,21.36969813,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,28,2.7,0.094259255,154.2261044,6.184860613,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,70.1,3.8,0.483679742,583.0036982,22.39293491,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,62.5,5.4,0.394227196,493.6919511,19.06505844,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,40,2.8,0.17797512,258.5894658,10.19770547,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,66.8,6,0.443853907,543.659518,20.92911946,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,14,1.6,0.027408707,56.48920013,2.340377221,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,69.1,6,0.471452856,570.991433,21.94636404,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,48.3,5,0.249047495,339.8328002,13.2833689,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,60.7,4.4,0.37422314,473.2235127,18.29973924,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,27.1,3.5,0.088928234,147.0951671,5.907956682,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,70.6,5.6,0.489844649,589.0388145,22.61718484,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,20.1,2,0.052213615,95.40189225,3.88593229,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,38.4,2.6,0.165488048,243.7372157,9.630453377,
Sled,Point Judith Pond N,1,12/12/18,4/9/19,119,82,6,0.639594434,731.7153633,27.89853367,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,118.6,6.4,1.234546084,1249.035022,46.80379738,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,85.1,4.9,0.683318009,772.1360582,29.38837682,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,77.6,5.7,0.579724931,675.5158377,25.82263102,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,72.1,6.9,0.508544583,607.2591959,23.29376006,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,85.6,6.6,0.690488801,778.7183104,29.63074524,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,73.8,3.4,0.530108572,628.1155857,24.06741107,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,65.6,5.4,0.429745198,529.5653546,20.40391658,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,44.4,8.8,0.214350669,300.8041511,11.80443705,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,19.1,3.9,0.047674907,88.60194399,3.617621594,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,13.3,3.2,0.025014511,52.44292777,2.177982356,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,47.2,3.5,0.239030342,328.6758976,12.86118658,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,73.8,6.6,0.530108572,628.1155857,24.06741107,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,62.3,5.5,0.391981969,491.4044457,18.97958001,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,64.6,5.5,0.418140985,517.9082393,19.96918529,
Dredge,Point Judith Pond S,1,12/12/18,5/3/19,142,54.4,6,0.307840411,403.7464412,15.69365185,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,49.5,5,0.260180567,352.1347093,13.74835841,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,44,4.3,0.210921601,296.8853925,11.65561004,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,42.1,5.7,0.194966091,278.4906754,10.95614711,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,50.5,3.8,0.269620945,362.4892307,14.13933124,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,51.8,3.7,0.2821136,376.0882139,14.65226213,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,28,2.2,0.094259255,154.2261044,6.184860613,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,76.8,6.4,0.569117689,665.4482839,25.45017582,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,36.7,4.3,0.152659318,228.2585366,9.038079947,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,44,4.8,0.210921601,296.8853925,11.65561004,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,51.7,5.7,0.281143818,375.0366395,14.61262025,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,46.1,5.3,0.229194103,317.63514,12.44294135,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,38.8,4.5,0.168572422,247.4247112,9.771391989,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,57.4,4.8,0.338742262,436.4045136,16.92033003,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,41.4,2.9,0.189226954,271.8062231,10.70160297,
Dredge,Point Judith Pond S,2,2/6/19,5/3/19,86,47.9,6.7,0.245384019,335.7624,13.12939597,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,96.8,5.2,0.859643289,930.5919563,35.20558842,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,93.3,7.7,0.805040037,882.2352443,33.43400638,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,57.6,5.5,0.340848397,438.6095465,17.00304398,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,82.7,9.2,0.649356525,740.7836441,28.23300343,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,48.8,4.5,0.253660307,344.9421164,13.47655683,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,51.8,4.5,0.2821136,376.0882139,14.65226213,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,58.5,6.6,0.35039681,448.5746754,17.37668309,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,104.2,6.6,0.980231525,1035.41923,39.03596307,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,83.5,5.2,0.660592578,751.1896656,28.61665022,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,114.4,9,1.15772008,1185.455377,44.49668352,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,96.8,4.5,0.859643289,930.5919563,35.20558842,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,94.6,6.8,0.825137634,900.1028944,34.08895827,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,107.8,5.3,1.041393883,1087.653311,40.93981343,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,55.5,6.3,0.319020423,415.6295664,16.14035635,
Sled,Point Judith Pond N,1,12/12/18,5/3/19,142,54.5,4.1,0.308849539,404.822305,15.73411256,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,51.7,5.1,0.281143818,375.0366395,14.61262025,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,66.9,5.1,0.445038653,544.8391996,20.97305876,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,46.9,4,0.23632975,325.6532004,12.74672693,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,49.8,6.7,0.262997172,355.2312952,13.86531993,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,38.7,4.9,0.167798985,246.5012296,9.736102322,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,75,5.7,0.545566333,642.9684638,24.61785718,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,39.7,5.1,0.175603462,255.7839831,10.09063848,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,52.8,6.9,0.291891898,386.6539537,15.05036789,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,18,2.3,0.04289276,81.30472056,3.328943381,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,40.5,5.1,0.181958875,263.2862811,10.37686816,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,49,5.8,0.255515826,346.992447,13.55405553,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,24.1,3.5,0.072151067,124.0990898,5.011898304,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,59.2,5.4,0.357903275,456.3731176,17.66889498,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,52.8,4.3,0.291891898,386.6539537,15.05036789,
Sled,Point Judith Pond N,2,2/6/19,5/3/19,86,38.4,5.4,0.165488048,243.7372157,9.630453377,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,73.4,5.8,0.524999354,623.1885888,23.88472429,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,84.2,6,0.670493447,760.331743,28.9535559,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,63.4,6.4,0.40440028,504.0263439,19.45106997,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,71,3.7,0.494801227,593.8807508,22.79704526,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,52.4,5.6,0.287963036,382.4167765,14.89075852,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,65.4,4.4,0.427413207,527.227505,20.31675576,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,36.6,2.8,0.151918857,227.3578713,9.003571924,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,44,2.8,0.210921601,296.8853925,11.65561004,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,27.8,3,0.093062822,152.6324273,6.123012702,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,22.8,3.4,0.065362445,114.5179315,4.637020458,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,32,2.8,0.119581956,187.1493057,7.458210318,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,70.4,4.8,0.487374575,586.6224572,22.52740799,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,64,4,0.411245448,510.9526829,19.70963946,
Fox Island,Fox Island,2,2/21/19,5/20/19,89,68.4,6.4,0.462975878,562.6291029,21.63530446,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,75.4,3.8,0.550762204,647.9432676,24.80213022,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,51.4,3,0.27824327,371.8873973,14.4938796,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,65.2,4,0.425086787,524.8928631,20.22970202,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,33.8,3.2,0.131831123,202.5938232,8.052960526,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,59,4.2,0.355751447,454.1407433,17.58526336,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,56.6,3.4,0.330375072,427.6189181,16.5906344,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,30.8,4.4,0.111708384,177.0662908,7.069072911,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,57.2,4.2,0.336641857,434.2029276,16.83773185,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,44.8,3.6,0.21780398,304.7387936,11.95380404,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,52,3.6,0.284057558,378.1940975,14.7316382,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,35.8,2.6,0.146052146,220.1924416,8.728876719,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,56.1,3.6,0.325192267,422.156118,16.38552225,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,49.5,4.1,0.260180567,352.1347093,13.74835841,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,59,3.7,0.355751447,454.1407433,17.58526336,
Wickford,Narragansett Bay N,1,12/19/18,5/23/19,156,31.4,2.6,0.115615756,182.0861702,7.26289429,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,84.8,6,0.679031309,768.1950272,29.24323009,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,109.8,10.6,1.076073065,1117.014196,42.00866085,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,51.8,4.6,0.2821136,376.0882139,14.65226213,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,61,6.1,0.377525383,476.6162359,18.4266669,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,37.4,3.2,0.157886714,234.5939745,9.280691634,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,67.2,6.4,0.448601204,548.3829939,21.10503503,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,101.6,5.4,0.937072036,998.1938376,37.67726199,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,78,6,0.585060762,680.5671475,26.00943927,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,41.6,5.1,0.190859027,273.7109284,10.77415468,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,60,5.9,0.366567467,465.3364404,18.00455573,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,67.6,4.5,0.453370651,553.1191108,21.28137205,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,48.8,4,0.253660307,344.9421164,13.47655683,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,50.9,6.4,0.273438384,366.6569894,14.2965974,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,83,5.4,0.653560131,744.6806299,28.37669694,
Rome Pt.,Narragansett Bay S,1,12/20/18,5/24/19,156,36,2.4,0.147509315,221.9771265,8.797321479,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,30,3.8,0.106590492,170.4412065,6.812999477,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,17.2,3.4,0.039554881,76.12137442,3.123382978,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,33.8,3.8,0.131831123,202.5938232,8.052960526,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,20,3.6,0.051751607,94.71491314,3.858854561,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,17.1,3,0.039146006,75.48093401,3.097953561,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,28.4,4.7,0.096672216,157.4287968,6.309089223,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,21.6,4.4,0.059358781,105.888644,4.298515683,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,18.2,3.2,0.043745724,82.61698516,3.380916481,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,19,2,0.047231018,87.93056614,3.591095089,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,11.2,2.6,0.018415983,40.88300561,1.71166206,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,15.4,3,0.032482565,64.85499439,2.674966867,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,24,3.4,0.071618434,123.3536461,4.982766287,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,8.4,2,0.011029456,26.94676203,1.143546728,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,15.4,2.8,0.032482565,64.85499439,2.674966867,
Rome Pt.,Narragansett Bay S,2,2/21/19,5/24/19,93,20.2,4.4,0.052677424,96.09040767,3.913064229,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,21.4,4.9,0.05838291,104.4709296,4.242818626,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,31,5,0.113004289,178.7347495,7.133512905,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,10.5,2.2,0.016415258,37.23309993,1.56358593,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,21.9,4.2,0.060835881,108.0262808,4.38245036,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,19,4.9,0.047231018,87.93056614,3.591095089,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,29.9,5.6,0.10595817,169.6185919,6.781181406,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,18.4,3.4,0.044606048,83.93574067,3.433119688,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,10.2,2.8,0.015588843,35.70158936,1.501314909,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,23.7,4.8,0.070030938,121.1256875,4.895663256,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,28.7,5.3,0.098499478,159.8441586,6.402723919,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,18.3,3.5,0.044174967,83.27555401,3.406989415,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,22.8,2.6,0.065362445,114.5179315,4.637020458,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,19,4.4,0.047231018,87.93056614,3.591095089,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,17.9,3.4,0.042469045,80.6510347,3.303043597,
Wickford,Narragansett Bay N,2,2/11/19,5/24/19,103,17.7,2.7,0.041627157,79.34858099,3.251418526,
